Item Name,Category,Visibility,Shipping Enabled,Description,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,SKU,Price,Original Variation ID
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Latte,Size,2XL,68F80CD7E2481_24985,51.0,G5SFQF3FLWVFKYIUDVUS7SHI
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Latte,Size,3XL,68F80CD7E2481_24986,52.0,P536KI46OTNT26YWE2B67QN6
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Light Pink,Size,S,68F80CD7E2481_24993,47.0,HOSNFHA4AXKXTZ4L67V2DHI3
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Light Pink,Size,M,68F80CD7E2481_24994,48.0,3UPE2FUYDOKCAAQQ42YA4X6C
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Light Pink,Size,L,68F80CD7E2481_24995,49.0,CP3RJVGCTYEQKYLUKPYTLZ54
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Light Pink,Size,XL,68F80CD7E2481_24996,50.0,OE2O54BBIA2TUIM2SNSTEDBV
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Light Pink,Size,2XL,68F80CD7E2481_24997,51.0,OAVCWGKUASGE4QCC7F5BIFFT
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Light Pink,Size,3XL,68F80CD7E2481_24998,52.0,FPBLRGSHMDWJU6ZBTEGJCNCI
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Military Green,Size,S,68F80CD7E2481_13893,47.0,MEML26GBPZSOUWLX5ICC2TKV
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Military Green,Size,M,68F80CD7E2481_13894,48.0,VNYADWV73LOJUSZBV3UE7NKS
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Military Green,Size,L,68F80CD7E2481_13895,49.0,2HGSNBC6ARYP5YQRCQPSJNGH
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Military Green,Size,XL,68F80CD7E2481_13896,50.0,WN4QQHRWZSWLJSSULUB357AL
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Military Green,Size,2XL,68F80CD7E2481_13897,51.0,2AL3AIVUUX7545CUCCXZ7CMY
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Military Green,Size,3XL,68F80CD7E2481_13898,52.0,SWW452L575D245YZD46IGMIX
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Sky Blue,Size,S,68F80CD7E2481_13917,47.0,S65VYPJAH3EPW2TMYP3VWB5O
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Sky Blue,Size,M,68F80CD7E2481_13918,48.0,UJEFARDT5GYNP3TXFXXWHI62
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Sky Blue,Size,L,68F80CD7E2481_13919,49.0,6VNVXE2QFDINIAI344CYDYTP
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Sky Blue,Size,XL,68F80CD7E2481_13920,50.0,LUL2UQSR5HQZ2BMB7GLDMM36
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Sky Blue,Size,2XL,68F80CD7E2481_13921,51.0,Y3YFFYPGIEQ6VREBUTA2OPZ3
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,Sky Blue,Size,3XL,68F80CD7E2481_13922,52.0,SIMDIXHN57AYEOJBUAUIBYAA
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,White,Size,S,68F80CD7E2481_10774,47.0,25ZZEXNT7HV4RI3UNKWLMTJ6
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,White,Size,M,68F80CD7E2481_10775,48.0,YSRCMELFAIEFGDN3PFJU7F5M
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,White,Size,L,68F80CD7E2481_10776,49.0,QJAJJYE2BIHVYBBAMPUHFIRR
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,White,Size,XL,68F80CD7E2481_10777,50.0,5N46BCZE522RUMUVHGI5NLFR
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,White,Size,2XL,68F80CD7E2481_10778,51.0,UD7ZUZIVAXNGCGRZH6LTFH3W
BONSAID “Rooted Resilience” Hoodie – Premium Print,,visible,Y,"Find calm and strength in every layer with the BONSAID “Rooted Resilience” Hoodie — a design that honors growth through grounded roots and mindful balance. Featuring a vivid DTFlex print of the BONSAID bonsai tree growing from Idaho stone, this hoodie blends art, nature, and identity into a wearable statement piece. Crafted for durability and comfort, it’s soft on the inside, structured on the outside, making it perfect for creative work, chill days, or your next forest walk. Details: High-quality Direct-to-Film (DTFlex) print — rich colors, durable through washes Medium-heavy cotton blend for warmth and structure Spacious front pocket & soft brushed lining Double-stitched seams for lasting wear Unisex fit — comfortable, relaxed, and true to size Available in multiple colorways (tan, forest green, charcoal, sand, and more) Each BONSAID hoodie represents patience, resilience, and the art of growth — reminding you to stay rooted, even when you bend.",Color,White,Size,3XL,68F80CD7E2481_13421,52.0,JKH2ZDDL2VUSMJPZWIXU2XZN
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Asphalt,Size,S,68F80F9C3BB49_22951,58.0,MWIPMOYFMILIV5HCKRJD7ZXP
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Asphalt,Size,M,68F80F9C3BB49_22952,60.0,NKAYPTMXUFHOI44X4VMZZCCA
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Asphalt,Size,L,68F80F9C3BB49_22953,61.0,MHY6ARZIJLXHXMLYEFQTARGV
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Asphalt,Size,XL,68F80F9C3BB49_22954,62.0,NBHFXDFEO6JFKNB4JRNUYFFL
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Asphalt,Size,2XL,68F80F9C3BB49_22955,63.0,P7JLUFMT4DMPLUPHBFCH3K5R
